pressure_bar,PC_lat-49.3,PC_lat-46.2,PC_lat-43.0,PC_lat-39.9,PC_lat-36.8,PC_lat-33.9,PC_lat-31.1,PC_lat-28.3,PC_lat-25.6,PC_lat-23.0,PC_lat-20.4,PC_lat-17.9,PC_lat-15.4,PC_lat-12.9,PC_lat-10.5,PC_lat-8.1,PC_lat-5.7,PC_lat-3.3,PC_lat-0.9,PC_lat+1.5,PC_lat+3.9,PC_lat+6.3,PC_lat+8.7,PC_lat+11.1,PC_lat+13.6,PC_lat+16.0,PC_lat+18.5,PC_lat+21.1,PC_lat+23.6,PC_lat+26.3,PC_lat+29.0,PC_lat+31.7,PC_lat+34.6,PC_lat+37.6,PC_lat+40.6,PC_lat+43.8,PC_lat+47.0
0.153639,3.2456e-07,1.7211e-07,2.9632e-07,2.7567e-07,2.2889e-07,2.1882e-07,3.4613e-07,2.6991e-07,2.0124e-07,1.2478e-07,1.3875e-07,9.6048e-08,9.1162e-08,1.1422e-07,2.5375e-07,3.0661e-07,4.6867e-07,3.1049e-07,1.4077e-07,3.8217e-07,2.0017e-07,1.8933e-07,6.6373e-08,1.7105e-07,1.3162e-07,2.3021e-07,3.1446e-07,2.0057e-07,1.6030e-07,2.8784e-07,2.2725e-07,2.7958e-07,3.3588e-07,3.5767e-07,2.4192e-07,3.1435e-07,2.3562e-07
0.155782,3.2456e-07,1.7606e-07,2.9632e-07,2.7568e-07,2.2927e-07,2.1945e-07,3.4699e-07,2.6991e-07,2.0259e-07,1.2745e-07,1.4111e-07,9.9035e-08,9.3582e-08,1.1627e-07,2.6049e-07,3.1218e-07,4.7531e-07,3.1645e-07,1.4306e-07,3.9291e-07,2.0020e-07,1.9370e-07,6.7822e-08,1.7580e-07,1.3346e-07,2.3022e-07,3.1536e-07,2.0234e-07,1.6242e-07,2.8845e-07,2.2786e-07,2.7958e-07,3.4645e-07,3.5922e-07,2.4192e-07,3.1453e-07,2.3562e-07
0.157955,3.2456e-07,1.8010e-07,2.9632e-07,2.7568e-07,2.2965e-07,2.2008e-07,3.4785e-07,2.6991e-07,2.0395e-07,1.3018e-07,1.4351e-07,1.0211e-07,9.6063e-08,1.1835e-07,2.6740e-07,3.1785e-07,4.8203e-07,3.2250e-07,1.4538e-07,4.0394e-07,2.0022e-07,1.9817e-07,6.9301e-08,1.8068e-07,1.3532e-07,2.3022e-07,3.1626e-07,2.0412e-07,1.6457e-07,2.8907e-07,2.2847e-07,2.7958e-07,3.5732e-07,3.6078e-07,2.4192e-07,3.1471e-07,2.3562e-07
0.160158,3.2456e-07,1.8422e-07,2.9632e-07,2.7568e-07,2.3003e-07,2.2071e-07,3.4871e-07,2.6991e-07,2.0531e-07,1.3295e-07,1.4594e-07,1.0527e-07,9.8604e-08,1.2047e-07,2.7448e-07,3.2360e-07,4.8884e-07,3.2867e-07,1.4773e-07,4.1525e-07,2.0024e-07,2.0273e-07,7.0809e-08,1.8568e-07,1.3720e-07,2.3023e-07,3.1716e-07,2.0592e-07,1.6674e-07,2.8969e-07,2.2909e-07,2.7958e-07,3.6852e-07,3.6233e-07,2.4192e-07,3.1489e-07,2.3562e-07
0.162392,3.2456e-07,1.8842e-07,2.9632e-07,2.7568e-07,2.3041e-07,2.2134e-07,3.4957e-07,2.6991e-07,2.0668e-07,1.3578e-07,1.4841e-07,1.0852e-07,1.0121e-07,1.2262e-07,2.8173e-07,3.2945e-07,4.9572e-07,3.3494e-07,1.5011e-07,4.2685e-07,2.0026e-07,2.0738e-07,7.2347e-08,1.9081e-07,1.3911e-07,2.3023e-07,3.1806e-07,2.0773e-07,1.6894e-07,2.9030e-07,2.2970e-07,2.7958e-07,3.8004e-07,3.6390e-07,2.4192e-07,3.1507e-07,2.3562e-07
0.164657,3.2456e-07,1.9272e-07,2.9632e-07,2.7568e-07,2.3079e-07,2.2196e-07,3.5043e-07,2.6991e-07,2.0805e-07,1.3867e-07,1.5091e-07,1.1187e-07,1.0387e-07,1.2481e-07,2.8916e-07,3.3539e-07,5.0270e-07,3.4132e-07,1.5253e-07,4.3876e-07,2.0028e-07,2.1214e-07,7.3916e-08,1.9607e-07,1.4104e-07,2.3023e-07,3.1896e-07,2.0955e-07,1.7116e-07,2.9092e-07,2.3031e-07,2.7958e-07,3.9189e-07,3.6546e-07,2.4192e-07,3.1524e-07,2.3562e-07
0.166954,3.2456e-07,1.9710e-07,2.9632e-07,2.7568e-07,2.3116e-07,2.2259e-07,3.5129e-07,2.6991e-07,2.0943e-07,1.4161e-07,1.5346e-07,1.1532e-07,1.0661e-07,1.2703e-07,2.9677e-07,3.4143e-07,5.0976e-07,3.4780e-07,1.5499e-07,4.5097e-07,2.0030e-07,2.1699e-07,7.5516e-08,2.0146e-07,1.4300e-07,2.3023e-07,3.1986e-07,2.1138e-07,1.7341e-07,2.9153e-07,2.3092e-07,2.7958e-07,4.0410e-07,3.6703e-07,2.4192e-07,3.1541e-07,2.3562e-07
0.169283,3.2456e-07,2.0158e-07,2.9632e-07,2.7568e-07,2.3154e-07,2.2322e-07,3.5214e-07,2.6991e-07,2.1082e-07,1.4461e-07,1.5604e-07,1.1886e-07,1.0941e-07,1.2928e-07,3.0456e-07,3.4757e-07,5.1690e-07,3.5440e-07,1.5748e-07,4.6350e-07,2.0032e-07,2.2194e-07,7.7147e-08,2.0699e-07,1.4497e-07,2.3023e-07,3.2076e-07,2.1323e-07,1.7569e-07,2.9215e-07,2.3153e-07,2.7958e-07,4.1665e-07,3.6860e-07,2.4192e-07,3.1559e-07,2.3562e-07
0.171644,3.2456e-07,2.0607e-07,2.9632e-07,2.7568e-07,2.3257e-07,2.2420e-07,3.5306e-07,2.6991e-07,2.1228e-07,1.4782e-07,1.5917e-07,1.2272e-07,1.1243e-07,1.3181e-07,3.1301e-07,3.5471e-07,5.2591e-07,3.6165e-07,1.5997e-07,4.7606e-07,2.0056e-07,2.2670e-07,7.8446e-08,2.1209e-07,1.4655e-07,2.3033e-07,3.2189e-07,2.1511e-07,1.7783e-07,2.9257e-07,2.3219e-07,2.8019e-07,4.2861e-07,3.7030e-07,2.4244e-07,3.1651e-07,2.3612e-07
0.174039,3.2456e-07,2.1064e-07,2.9632e-07,2.7575e-07,2.3375e-07,2.2527e-07,3.5399e-07,2.6991e-07,2.1376e-07,1.5114e-07,1.6246e-07,1.2676e-07,1.1557e-07,1.3444e-07,3.2178e-07,3.6219e-07,5.3544e-07,3.6915e-07,1.6249e-07,4.8887e-07,2.0085e-07,2.3148e-07,7.9684e-08,2.1719e-07,1.4804e-07,2.3044e-07,3.2307e-07,2.1702e-07,1.7995e-07,2.9295e-07,2.3285e-07,2.8094e-07,4.4067e-07,3.7204e-07,2.4315e-07,3.1761e-07,2.3685e-07
